word	pos	polarity	strength
resounding	JJ	positive	1.0
resourceful	JJ	positive	1.0
resourcefulness	NN	positive	1.0
respect	JJ	positive	1.0
respect	NN	positive	1.0
respect	VB	positive	0.5
respectable	JJ	positive	1.0
respectful		positive	1.0
respectfully		positive	1.0
respite	NN	positive	1.0
resplendent	JJ	positive	1.0
responsibility	NN	positive	0.5
responsible	JJ	positive	0.5
responsibly	RB	positive	0.5
responsive	JJ	positive	0.5
restful	JJ	positive	0.5
restless	JJ	negative	0.5
restlessness	NN	negative	0.5
restoration	NN	positive	0.5
restore	VB	positive	0.5
restraint	JJ	positive	0.5
restraint	NN	positive	0.5
restrict	VB	negative	0.5
restricted	JJ	negative	0.5
restriction	NN	negative	0.5
restrictive	JJ	negative	0.5
resurgent	JJ	positive	0.5
retaliate	VB	negative	0.5
retaliatory	JJ	negative	0.5
retard	VB	negative	0.5
reticent	JJ	negative	1.0
retire	VB	negative	0.5
retract	VB	negative	0.5
retreat	NN	negative	0.5
retreat	VB	negative	0.5
reunite	VB	positive	0.5
reveal		neutral	0.5
revealing	JJ	neutral	1.0
revel	JJ	positive	1.0
revel	NN	positive	1.0
revel	VB	positive	1.0
revelation	JJ	positive	0.5
revelation	NN	positive	0.5
revelatory		neutral	1.0
revenge	NN	negative	1.0
revenge	VB	negative	1.0
revengeful	JJ	negative	1.0
revengefully		negative	1.0
revere	VB	positive	1.0
reverence	NN	positive	1.0
reverent	JJ	positive	1.0
reverently	RB	positive	1.0
revert	VB	negative	0.5
revival	NN	positive	0.5
revive	VB	positive	0.5
revile	VB	negative	1.0
reviled	JJ	negative	1.0
revitalize	VB	positive	0.5
revoke	VB	negative	0.5
revolt	VB	negative	0.5
revolting		negative	1.0
revoltingly		negative	1.0
revolution	JJ	positive	0.5
revolution	NN	positive	0.5
revulsion	NN	negative	1.0
revulsive	JJ	negative	1.0
reward	VB	positive	1.0
rewarding		positive	1.0
rewardingly		positive	1.0
rhapsodize	VB	negative	0.5
rhetoric	JJ	negative	0.5
rhetoric	NN	negative	0.5
rhetorical	JJ	negative	1.0
rhetorical	NN	negative	1.0
rich	JJ	positive	0.5
riches	NN	positive	0.5
richly	RB	positive	1.0
richness	NN	positive	1.0
rid	VB	negative	1.0
ridicule	NN	negative	1.0
ridicule	VB	negative	1.0
ridiculous		negative	1.0
ridiculously		negative	1.0
rife	JJ	negative	1.0
rift	JJ	negative	1.0
rift	NN	negative	1.0
rifts	JJ	negative	1.0
rifts	NN	negative	1.0
right	JJ	positive	0.5
right	NN	positive	0.5
right	VB	positive	1.0
righten	VB	positive	1.0
righteous	JJ	positive	1.0
righteously		positive	1.0
righteousness	NN	positive	1.0
rightful	JJ	positive	1.0
rightfully	RB	positive	1.0
rightly		positive	1.0
rightness	JJ	positive	1.0
rightness	NN	positive	1.0
rights	JJ	positive	0.5
rights	NN	positive	0.5
rigid	JJ	negative	0.5
rigor	NN	negative	0.5
rigorous	JJ	negative	0.5
rile	VB	negative	1.0
riled		negative	1.0
ripe	JJ	positive	0.5
risk	JJ	negative	0.5
risk	NN	negative	0.5
risk-free	JJ	positive	0.5
risky	JJ	negative	0.5
rival	NN	negative	0.5
rival	VB	negative	0.5
rivalry	NN	negative	0.5
roadblocks	JJ	negative	1.0
roadblocks	NN	negative	1.0
robust	JJ	positive	0.5
rocky	JJ	negative	0.5
rogue	JJ	negative	1.0
rogue	NN	negative	1.0
rollercoaster	JJ	negative	1.0
rollercoaster	NN	negative	1.0
romantic		positive	1.0
romantically		positive	1.0
romanticize	VB	positive	1.0
rosy	JJ	positive	1.0
rot	NN	negative	0.5
rot	VB	negative	0.5
rotten	JJ	negative	1.0
rough	JJ	negative	0.5
rousing	JJ	positive	1.0
rubbish	NN	negative	1.0
rude	JJ	negative	1.0
rue	JJ	negative	1.0
rue	VB	negative	1.0
ruffian	NN	negative	1.0
ruffle	VB	negative	0.5
ruin	JJ	negative	0.5
ruin	NN	negative	0.5
ruin	VB	negative	0.5
ruinous	JJ	negative	0.5
rumbling	JJ	negative	1.0
rumbling	NN	negative	1.0
rumor	JJ	negative	1.0
rumor	NN	negative	1.0
rumors	JJ	negative	1.0
rumors	NN	negative	1.0
rumours	JJ	negative	1.0
rumours	NN	negative	1.0
rumple	VB	negative	1.0
run-down	JJ	negative	1.0
runaway	VB	negative	1.0
rupture	NN	negative	0.5
rupture	VB	negative	0.5
rusty	JJ	negative	1.0
ruthless	JJ	negative	1.0
ruthlessly		negative	1.0
ruthlessness	NN	negative	1.0
sabotage	VB	negative	1.0
sacred	JJ	positive	1.0
sacrifice	JJ	negative	1.0
sacrifice	NN	negative	1.0
sad	JJ	negative	1.0
sad		negative	1.0
sadden	VB	negative	1.0
sadly		negative	1.0
sadness	NN	negative	1.0
safe	JJ	positive	0.5
safeguard	VB	positive	1.0
sag	VB	negative	0.5
sagacity	NN	positive	1.0
sage	JJ	positive	1.0
sagely	RB	positive	1.0
saint	NN	positive	1.0
saintliness	NN	positive	1.0
saintly	JJ	positive	1.0
salable	JJ	positive	0.5
salacious	JJ	negative	1.0
salivate	VB	positive	0.5
salutary	JJ	positive	1.0
salute	VB	positive	1.0
salvation	NN	positive	1.0
sanctimonious	JJ	negative	1.0
sanctimonious	NN	negative	1.0
sanctify	VB	positive	1.0
sanction	VB	positive	1.0
sanctity	NN	positive	1.0
sanctuary	JJ	positive	1.0
sanctuary	NN	positive	1.0
sanguine	JJ	positive	1.0
sane	JJ	positive	1.0
sanity	JJ	positive	1.0
sanity	NN	positive	1.0
sap	VB	negative	1.0
sarcasm	NN	negative	1.0
sarcastic	JJ	negative	1.0
sarcastically	RB	negative	1.0
sardonic	JJ	negative	1.0
sardonically	RB	negative	1.0
sass	NN	negative	1.0
sass	VB	negative	1.0
satirical	JJ	negative	1.0
satirize	VB	negative	1.0
satisfaction	JJ	positive	1.0
satisfaction	NN	positive	1.0
satisfactorily	RB	positive	1.0
satisfactory	JJ	positive	1.0
satisfy	VB	positive	0.5
satisfying	JJ	positive	0.5
savage	JJ	negative	1.0
savage	NN	negative	1.0
savage	VB	negative	1.0
savaged	JJ	negative	1.0
savagely		negative	1.0
savagery	NN	negative	1.0
savages	NN	negative	1.0
savor	VB	positive	0.5
savvy	JJ	positive	1.0
scandal	JJ	negative	0.5
scandal	NN	negative	0.5
scandalize	VB	negative	1.0
scandalized	JJ	negative	1.0
scandalous		negative	1.0
scandalously		negative	1.0
scandals	NN	negative	1.0
scant	JJ	negative	0.5
scapegoat	NN	negative	1.0
scar	NN	negative	1.0
scar	VB	negative	1.0
scarred	JJ	negative	1.0
scarce	JJ	negative	0.5
scarcely		negative	1.0
scarcity	NN	negative	0.5
scare	VB	negative	1.0
scared	JJ	negative	1.0
scarier	JJ	negative	1.0
scariest	JJ	negative	1.0
scarily		negative	1.0
scars	JJ	negative	1.0
scars	NN	negative	1.0
scary	JJ	negative	1.0
scary		negative	1.0
scathing	JJ	negative	1.0
scathingly		negative	1.0
scenic	JJ	positive	0.5
scheme	NN	negative	0.5
scheme	VB	negative	0.5
scheming		negative	1.0
scholarly	JJ	neutral	0.5
scoff	VB	negative	1.0
scoffingly		negative	1.0
scold	VB	negative	1.0
scolding	NN	negative	1.0
scoldingly		negative	1.0
scorching		negative	1.0
scorchingly		negative	1.0
scorn	VB	negative	1.0
scornful		negative	1.0
scornfully		negative	1.0
scoundrel	NN	negative	1.0
scourge	NN	negative	1.0
scowl	NN	negative	1.0
scowl	VB	negative	1.0
scream	VB	negative	1.0
screaming	JJ	neutral	1.0
screamingly	RB	neutral	1.0
screech	NN	negative	1.0
screech	VB	negative	1.0
screw	VB	negative	0.5
scruples	NN	positive	1.0
scrupulous	JJ	positive	1.0
scrupulously		positive	1.0
scrutinize	VB	neutral	1.0
scrutiny	JJ	neutral	1.0
scrutiny	NN	neutral	1.0
scum	NN	negative	1.0
scummy	JJ	negative	1.0
seamless	JJ	positive	1.0
seasoned	JJ	positive	0.5
second-class	JJ	negative	1.0
second-tier	JJ	negative	0.5
secretive	JJ	negative	0.5
secretive	NN	negative	0.5
secure	JJ	positive	0.5
securely	RB	positive	0.5
security	JJ	positive	0.5
security	NN	positive	0.5
sedentary	JJ	negative	0.5
seductive	JJ	positive	1.0
seedy	JJ	negative	1.0
seem		neutral	0.5
seemingly		neutral	1.0
seethe	VB	negative	1.0
seething	JJ	negative	1.0
selective	JJ	positive	0.5
self-coup	JJ	negative	1.0
self-coup	NN	negative	1.0
self-criticism	JJ	negative	1.0
self-criticism	NN	negative	1.0
self-defeating	JJ	negative	0.5
self-destructive	JJ	negative	1.0
self-determination	JJ	positive	1.0
self-determination	NN	positive	1.0
self-examination	JJ	neutral	0.5
self-examination	NN	neutral	0.5
self-humiliation	JJ	negative	1.0
self-humiliation	NN	negative	1.0
self-interest	JJ	negative	1.0
self-interest	NN	negative	1.0
self-interested		negative	1.0
self-respect	NN	positive	1.0
self-satisfaction	JJ	positive	1.0
self-satisfaction	NN	positive	1.0
self-serving	JJ	negative	1.0
self-serving	NN	negative	1.0
self-sufficiency	JJ	positive	0.5
self-sufficiency	NN	positive	0.5
self-sufficient	JJ	positive	0.5
selfinterested		negative	1.0
selfish		negative	1.0
selfishly		negative	1.0
selfishness	NN	negative	1.0
semblance	NN	positive	0.5
senile	JJ	negative	1.0
sensation	JJ	positive	1.0
sensation	NN	positive	1.0
sensational		positive	1.0
sensationalize		negative	1.0
sensationally		positive	1.0
sensations	JJ	positive	1.0
sensations	NN	positive	1.0
sense	JJ	positive	0.5
sense	VB	positive	0.5
sense	NN	positive	0.5
senseless	JJ	negative	1.0
senselessly		negative	1.0
sensible		positive	1.0
sensibly		positive	1.0
sensitive	JJ	positive	0.5
sensitive	NN	positive	0.5
sensitively		positive	1.0
sensitivity	JJ	positive	1.0
sensitivity	NN	positive	1.0
sentiment	JJ	positive	1.0
sentiment	NN	positive	1.0
sentimentality		positive	1.0
sentimentally		positive	1.0
sentiments		positive	1.0
serene	JJ	positive	1.0
serenity	NN	positive	1.0
serious		negative	1.0
seriously		negative	1.0
seriousness	NN	negative	1.0
sermonize	VB	negative	1.0
servitude	NN	negative	1.0
settle	JJ	positive	0.5
set-up	JJ	negative	1.0
set-up	NN	negative	1.0
sever	JJ	negative	0.5
severe	JJ	negative	0.5
severe		negative	1.0
severely		negative	1.0
severity	NN	negative	1.0
sexy	JJ	positive	1.0
shabby	JJ	negative	1.0
shadow	VB	negative	1.0
shadowy	JJ	negative	0.5
shady	JJ	negative	1.0
shake	VB	negative	0.5
shaky	JJ	negative	0.5
shallow	JJ	negative	0.5
sham	JJ	negative	1.0
shambles	JJ	negative	1.0
shame	NN	negative	1.0
shame	VB	negative	1.0
shameful	JJ	negative	1.0
shameful	NN	negative	1.0
shamefully		negative	1.0
shamefully	NN	negative	1.0
shamefulness	NN	negative	1.0
shameless	JJ	negative	1.0
shamelessly		negative	1.0
shamelessness	NN	negative	1.0
shark	NN	negative	1.0
sharp	JJ	negative	0.5
sharply	RB	negative	0.5
shatter	VB	negative	1.0
sheer	JJ	negative	1.0
shelter	NN	positive	0.5
shelter	VB	positive	0.5
shield	VB	positive	0.5
shimmer		positive	1.0
shimmering		positive	1.0
shimmeringly		positive	1.0
shine		positive	0.5
shiny	JJ	positive	0.5
shiny		positive	1.0
shirk	VB	negative	1.0
shirker		negative	1.0
shipwreck	NN	negative	0.5
shiver	VB	negative	1.0
shock	JJ	negative	1.0
shock	NN	negative	1.0
shock	VB	negative	1.0
shocking	JJ	negative	1.0
shockingly		negative	1.0
shoddy	JJ	negative	1.0
short-lived	JJ	negative	0.5
shortage	NN	negative	0.5
shortchange	VB	negative	1.0
shortcoming	NN	negative	1.0
shortcomings	NN	negative	1.0
shortsighted		negative	1.0
shortsightedness		negative	1.0
should		neutral	0.5
show		neutral	0.5
showdown	JJ	negative	0.5
showdown	NN	negative	0.5
shred	NN	negative	0.5
shred	VB	negative	0.5
shrew	NN	negative	1.0
shrewd	JJ	positive	1.0
shrewdly	RB	positive	1.0
shrewdness	NN	positive	1.0
shriek	VB	negative	1.0
shrill	JJ	negative	1.0
shrill	NN	negative	1.0
shrilly		negative	1.0
shrivel	VB	negative	1.0
shroud	VB	negative	1.0
shrouded	VB	negative	1.0
shrug	NN	negative	0.5
shrug	VB	negative	0.5
shun	VB	negative	1.0
shunned	JJ	negative	1.0
shy	JJ	negative	1.0
shyly	RB	negative	1.0
shyness	NN	negative	1.0
sick	JJ	negative	0.5
sicken	VB	negative	0.5
sickly	RB	negative	1.0
sickening	JJ	negative	1.0
sickening		negative	1.0
sickeningly		negative	1.0
sickness	NN	negative	0.5
sidetrack	VB	negative	1.0
sidetracked	JJ	negative	1.0
siege	NN	negative	0.5
signals	JJ	neutral	0.5
signals	NN	neutral	0.5
significant	JJ	positive	0.5
significance	NN	positive	0.5
signify	VB	positive	0.5
sillily		negative	1.0
silly		negative	1.0
simmer	VB	negative	1.0
simple	JJ	positive	0.5
simplicity	NN	positive	1.0
simplified	JJ	positive	0.5
simplify	VB	positive	0.5
simplistic	JJ	negative	1.0
simplistic	NN	negative	1.0
simplistically		negative	1.0
simply		neutral	0.5
sin	JJ	negative	1.0
sin	NN	negative	1.0
sinful	JJ	negative	1.0
sinfully	RB	negative	1.0
sincere	JJ	positive	1.0
sincerely		positive	1.0
sincerity	JJ	positive	0.5
sincerity	NN	positive	0.5
sinister	JJ	negative	1.0
sinisterly		negative	1.0
sinking	JJ	negative	0.5
sinking	NN	negative	0.5
skeletons	JJ	negative	1.0
skeletons	NN	negative	1.0
skeptical	JJ	negative	1.0
skeptical	NN	negative	1.0
skeptically		negative	1.0
skepticism	JJ	negative	1.0
skepticism	NN	negative	1.0
sketchy	JJ	negative	0.5
skill	NN	positive	0.5
skilled	JJ	positive	0.5
skillful	JJ	positive	1.0
skillful	NN	positive	1.0
skillfully	RB	positive	1.0
skimpy	JJ	negative	0.5
skittish	JJ	negative	1.0
skittish		negative	1.0
skittishly		negative	1.0
skulk	VB	negative	1.0
skyrocketing	JJ	negative	0.5
slack	JJ	negative	0.5
slander	NN	negative	1.0
slander	VB	negative	1.0
slanderer	NN	negative	1.0
slanderous	JJ	negative	1.0
slanderously		negative	1.0
slanders	JJ	negative	1.0
slanders	NN	negative	1.0
slap	VB	negative	1.0
slashing	JJ	negative	1.0
slashing	NN	negative	1.0
slaughter	JJ	negative	0.5
slaughter	NN	negative	0.5
slaughter	VB	negative	0.5
slaughtered	JJ	negative	0.5
slaves	JJ	negative	1.0
slaves	NN	negative	1.0
sleazy	JJ	negative	1.0
sleek	JJ	positive	0.5
sleepy	JJ	neutral	0.5
slender	JJ	positive	0.5
slight	JJ	negative	0.5
slight	NN	negative	0.5
slight	VB	negative	0.5
slightly	RB	negative	0.5
slim	JJ	positive	0.5
slim	NN	positive	0.5
slime	NN	negative	1.0
sloppy	JJ	negative	1.0
sloppily	RB	negative	1.0
sloth	NN	negative	1.0
slothful	JJ	negative	1.0
slow	JJ	negative	0.5
slowly	RB	negative	0.5
slow-moving	JJ	negative	0.5
slug	NN	negative	0.5
sluggish	JJ	negative	0.5
slump	JJ	negative	0.5
slump	NN	negative	0.5
slur	NN	negative	1.0
sly	JJ	negative	1.0
smack	JJ	negative	1.0
smack	NN	negative	1.0
smart	JJ	positive	1.0
smart	VB	positive	1.0
smarter	JJ	positive	1.0
smartest		positive	1.0
smartly		positive	1.0
smash	NN	negative	0.5
smash	VB	negative	0.5
smear	VB	negative	0.5
smelling		negative	0.5
smile	NN	positive	1.0
smile	VB	positive	1.0
smiling	JJ	positive	1.0
smilingly	RB	positive	1.0
smitten	VB	positive	1.0
smokescreen	JJ	negative	1.0
smokescreen	NN	negative	1.0
smolder	VB	negative	1.0
smoldering	JJ	negative	1.0
smooth	JJ	positive	0.5
smother	VB	negative	1.0
smoulder	VB	negative	1.0
smouldering		negative	1.0
smug	JJ	negative	1.0
smugly	RB	negative	1.0
smut	NN	negative	1.0
smuttier	JJ	negative	1.0
smuttiest	JJ	negative	1.0
smutty	JJ	negative	1.0
snare	NN	negative	0.5
snarl	NN	negative	0.5
snarl	VB	negative	0.5
snatch	VB	negative	0.5
sneak	NN	negative	0.5
sneak	VB	negative	0.5
sneakily	RB	negative	0.5
sneaky	JJ	negative	0.5
sneer	NN	negative	1.0
sneer	VB	negative	1.0
sneering		negative	1.0
sneeringly		negative	1.0
snub	VB	negative	1.0
so		neutral	0.5
so-cal	JJ	negative	1.0
so-called		negative	1.0
sob	VB	negative	1.0
sober	JJ	negative	1.0
sober	VB	negative	0.5
sobering	JJ	negative	1.0
sociable	JJ	positive	1.0
soft-spoken	JJ	positive	0.5
soften	JJ	positive	1.0
soften	NN	positive	1.0
soften	VB	positive	1.0
solace	VB	positive	1.0
solemn	JJ	negative	0.5
solemn	NN	negative	0.5
solicitous		positive	1.0
solicitously		positive	1.0
solicitude	NN	positive	1.0
solid	JJ	positive	0.5
solid	NN	positive	0.5
solidarity	JJ	positive	1.0
solidarity	NN	positive	1.0
soliloquize	VB	neutral	1.0
somber	JJ	negative	1.0
soothe	VB	positive	1.0
soothingly		positive	1.0
sophisticated	JJ	positive	1.0
sore	JJ	negative	1.0
sore	NN	negative	1.0
sorely		negative	1.0
soreness	NN	negative	0.5
sorrow	NN	negative	1.0
sorrow	VB	negative	0.5
sorrowful		negative	1.0
sorrowfully		negative	1.0
sorry	JJ	negative	1.0
sound	JJ	positive	0.5
sounding		negative	0.5
soundness	NN	positive	0.5
sour	JJ	negative	0.5
sourly	JJ	negative	0.5
sovereignty	JJ	neutral	0.5
sovereignty	NN	neutral	0.5
spacious	JJ	positive	0.5
spade	JJ	negative	1.0
spade	NN	negative	1.0
spank	VB	negative	1.0
spare	VB	positive	0.5
sparing	JJ	positive	0.5
sparingly	RB	positive	0.5
sparkle		positive	1.0
sparkling	JJ	positive	0.5
specific	JJ	neutral	0.5
specifically		neutral	0.5
special	JJ	positive	0.5
spectacular	JJ	positive	1.0
spectacularly		positive	1.0
speculate	VB	neutral	0.5
speculation	JJ	neutral	0.5
speculation	NN	neutral	0.5
speedy	JJ	positive	0.5
spellbind	VB	positive	1.0
spellbinding		positive	1.0
spellbindingly		positive	1.0
spellbound	VB	positive	1.0
spilling	JJ	negative	1.0
spilling	NN	negative	1.0
spinster	NN	negative	0.5
spirit	JJ	positive	0.5
spirit	NN	positive	0.5
spirited	JJ	positive	0.5
spiritless	JJ	negative	1.0
spiritual	JJ	positive	1.0
spiritual	NN	positive	1.0
spite	NN	negative	1.0
spiteful	JJ	negative	1.0
spitefully		negative	1.0
spitefulness	NN	negative	1.0
splayed-finger	JJ	neutral	1.0
splayed-finger	NN	neutral	1.0
splendid	JJ	positive	1.0
splendidly		positive	1.0
splendor	NN	positive	1.0
split	NN	negative	0.5
split	VB	negative	0.5
splitting	JJ	negative	0.5
spoil	VB	negative	1.0
spook	VB	negative	1.0
spookier	JJ	negative	1.0
spookiest	JJ	negative	1.0
spookily		negative	1.0
spooky	JJ	negative	1.0
spooky		negative	1.0
spoon-fed		negative	1.0
spoon-feed	VB	negative	1.0
spoonfed		negative	1.0
sporadic	JJ	negative	0.5
spot	JJ	negative	0.5
spotless	JJ	positive	1.0
spotty	JJ	negative	0.5
sprightly	JJ	positive	1.0
spur	VB	positive	1.0
spurious	JJ	negative	1.0
spurn	VB	negative	1.0
sputter	VB	negative	1.0
squabble	VB	negative	1.0
squabbling		negative	1.0
squander	VB	negative	1.0
squarely	JJ	positive	1.0
squash	VB	negative	1.0
squirm	VB	negative	1.0
stab	VB	negative	0.5
stability	JJ	positive	0.5
stability	NN	positive	0.5
stabilize	VB	positive	0.5
stable	JJ	positive	0.5
stable	NN	positive	0.5
stagger	VB	negative	0.5
staggering	JJ	negative	1.0
staggeringly		negative	1.0
stagnant	JJ	negative	0.5
stagnate	VB	negative	1.0
stagnation	NN	negative	1.0
staid	JJ	negative	1.0
stain	VB	negative	0.5
stainless	JJ	positive	0.5
stake	JJ	negative	0.5
stake	NN	negative	0.5
stale	JJ	negative	1.0
stalemate	NN	negative	1.0
stammer	VB	negative	1.0
stampede	JJ	negative	0.5
stampede	NN	negative	0.5
stance	JJ	neutral	0.5
stance	NN	neutral	0.5
stances	JJ	neutral	0.5
stances	NN	neutral	0.5
stand	VB	positive	0.5
stands	JJ	neutral	0.5
stands	NN	neutral	0.5
standstill	NN	negative	1.0
star	JJ	positive	1.0
star	NN	positive	1.0
stark	JJ	negative	1.0
starkly		negative	1.0
stars	JJ	positive	1.0
stars	NN	positive	1.0
startle	VB	negative	1.0
startling		negative	1.0
startlingly		negative	1.0
starvation	NN	negative	0.5
starve	VB	negative	0.5
stately	JJ	positive	1.0
statements	JJ	neutral	0.5
statements	NN	neutral	0.5
static	JJ	negative	0.5
statuesque	JJ	positive	1.0
staunch	JJ	positive	1.0
staunchly		positive	1.0
staunchness	NN	positive	1.0
steadfast	JJ	positive	1.0
steadfastly	RB	positive	1.0
steadfastness	NN	positive	1.0
steadiness	NN	positive	0.5
steady	JJ	positive	0.5
steal	VB	negative	0.5
stealing	NN	negative	0.5
steep	JJ	negative	0.5
steeply	RB	negative	0.5
stellar	JJ	positive	1.0
stellarly		positive	1.0
stench		negative	1.0
stereotype	NN	negative	1.0
stereotypical		negative	1.0
stereotypically		negative	1.0
stern	JJ	negative	1.0
stern	NN	negative	1.0
stew	VB	negative	1.0
sticky	JJ	negative	0.5
stiff	JJ	negative	0.5
stifle	VB	negative	1.0
stifling		negative	1.0
stiflingly		negative	1.0
stigma	NN	negative	1.0
stigma	VB	negative	1.0
stigmatize	VB	negative	1.0
still		neutral	0.5
stimulate	VB	positive	0.5
stimulating		positive	1.0
stimulative	JJ	positive	0.5
sting	JJ	negative	1.0
sting	NN	negative	0.5
sting	VB	negative	0.5
stinging	JJ	negative	1.0
stingingly	JJ	negative	1.0
stink	NN	negative	1.0
stink	VB	negative	1.0
stinking		negative	1.0
stir	JJ	neutral	1.0
stir	NN	neutral	1.0
stir	VB	neutral	0.5
stirring	JJ	positive	1.0
stirringly		positive	1.0
stodgy	JJ	negative	1.0
stole	VB	negative	0.5
stolen	JJ	negative	0.5
stolen	VB	negative	0.5
stood	VB	positive	0.5
stooge		negative	1.0
stooges	JJ	negative	1.0
stooges	NN	negative	1.0
storm	VB	negative	0.5
stormy	JJ	negative	0.5
straggle	VB	negative	0.5
straggler	NN	negative	0.5
straight	JJ	positive	0.5
straightforward	JJ	positive	1.0
strain	NN	negative	0.5
strain	VB	negative	0.5
strained	JJ	negative	0.5
strange	JJ	negative	1.0
strange		negative	1.0
strangely		negative	1.0
stranger		negative	1.0
strangest		negative	1.0
strangle	VB	negative	0.5
streamlined	JJ	positive	0.5
strength	JJ	neutral	0.5
strength	NN	neutral	0.5
strenuous	JJ	negative	0.5
stress	NN	negative	1.0
stress	VB	negative	1.0
stressful	JJ	negative	1.0
stressfully	RB	negative	1.0
stricken	JJ	negative	1.0
strict	JJ	negative	1.0
strictly	RB	negative	1.0
stride	JJ	positive	1.0
stride	NN	positive	1.0
strident	JJ	negative	1.0
stridently	RB	negative	1.0
strides	JJ	positive	0.5
strides	NN	positive	0.5
strife	NN	negative	1.0
strike	VB	negative	0.5
striking	JJ	positive	1.0
strikingly		positive	1.0
stringent	JJ	negative	0.5
stringently	RB	negative	0.5
striving	JJ	positive	1.0
striving	NN	positive	1.0
strong	JJ	positive	0.5
stronger-than-expected	JJ	neutral	0.5
struck	VB	negative	0.5
struggle	JJ	negative	1.0
struggle	NN	negative	1.0
strut	VB	negative	1.0
stubborn	JJ	negative	1.0
stubbornly	RB	negative	1.0
stubbornness	NN	negative	1.0
studious	JJ	positive	1.0
studiously	RB	positive	1.0
stuffed	JJ	neutral	0.5
stuffy	JJ	negative	1.0
stumble		negative	0.5
stump	VB	negative	0.5
stun	VB	negative	0.5
stunned	JJ	positive	1.0
stunning	JJ	positive	1.0
stunningly		positive	1.0
stunt	NN	negative	0.5
stunted	JJ	negative	0.5
stupefy	VB	neutral	0.5
stupendous	JJ	positive	1.0
stupendously		positive	1.0
stupid		negative	1.0
stupidity	NN	negative	1.0
stupidly		negative	1.0
stupified	JJ	negative	1.0
stupify	VB	negative	1.0
stupor	NN	negative	1.0
sturdy	JJ	positive	0.5
sty	JJ	negative	1.0
sty	NN	negative	1.0
stylish	JJ	positive	1.0
stylishly	RB	positive	1.0
suave	JJ	positive	1.0
subdued	JJ	negative	0.5
subjected		negative	0.5
subjection	NN	negative	0.5
subjugate	NN	negative	1.0
subjugate	VB	negative	1.0
subjugation	NN	negative	1.0
sublime	JJ	positive	1.0
submissive	JJ	negative	0.5
subordinate	JJ	negative	0.5
subordinate	NN	negative	0.5
subscribe	VB	positive	0.5
subservience	NN	negative	1.0
subservient	JJ	negative	1.0
subside	VB	negative	0.5
substandard	JJ	negative	0.5
substantial	JJ	positive	0.5
substantially	RB	positive	0.5
substantive	JJ	positive	0.5
subtle	JJ	positive	0.5
subtract	VB	negative	0.5
subversion	NN	negative	0.5
subversive	JJ	negative	0.5
subversively	RB	negative	0.5
subvert	VB	negative	0.5
succeed	VB	positive	0.5
success	JJ	positive	0.5
success	NN	positive	0.5
successful	JJ	positive	0.5
successfully	RB	positive	0.5
succumb	VB	negative	1.0
such		neutral	0.5
sucker	NN	negative	1.0
suffer	VB	negative	0.5
sufferer	NN	negative	1.0
sufferers	JJ	negative	1.0
sufferers	NN	negative	1.0
suffering	JJ	negative	1.0
suffering	NN	negative	1.0
suffice	VB	positive	0.5
sufficient	JJ	positive	0.5
sufficiently	RB	positive	0.5
suffocate	VB	negative	1.0
sugar-coat	VB	negative	1.0
sugar-coated		negative	1.0
sugarcoated		negative	1.0
suggest		positive	0.5
suggestions	JJ	positive	0.5
suggestions	NN	positive	0.5
suicidal	JJ	negative	0.5
suicide	NN	negative	0.5
suit	VB	positive	0.5
suitable	JJ	positive	0.5
sulk	VB	negative	1.0
sullen	JJ	negative	1.0
sully	VB	negative	1.0
sumptuous	JJ	positive	1.0
sumptuously	RB	positive	1.0
sumptuousness	NN	positive	1.0
sunder	VB	negative	1.0
sunny	JJ	positive	0.5
super		positive	1.0
superb		positive	1.0
superbly		positive	1.0
superficial	JJ	negative	1.0
superficial	NN	negative	1.0
superficiality	NN	negative	1.0
superficially	RB	negative	1.0
superfluous	JJ	negative	1.0
superior	JJ	positive	0.5
superiority	JJ	negative	1.0
superiority	NN	negative	1.0
superlative	JJ	positive	1.0
superstition	NN	negative	1.0
superstitious	NN	negative	1.0
support	JJ	positive	1.0
support	NN	positive	1.0
support	VB	positive	0.5
supporter	JJ	positive	1.0
supporter	NN	positive	1.0
supportive	JJ	positive	1.0
supportive	NN	positive	1.0
suppose	VB	neutral	1.0
supposed		negative	0.5
supposing		neutral	1.0
suppress	VB	negative	0.5
suppression	JJ	negative	0.5
suppression	NN	negative	0.5
supremacy	JJ	negative	1.0
supremacy	NN	negative	1.0
supreme	JJ	positive	1.0
supremely	RB	positive	1.0
supurb	JJ	positive	1.0
supurbly		positive	1.0
sure		positive	1.0
surely		positive	1.0
surge	NN	positive	1.0
surging	JJ	positive	1.0
surmise	VB	positive	1.0
surmount	VB	positive	1.0
surpass	VB	positive	1.0
surprise	JJ	neutral	1.0
surprise	NN	neutral	1.0
surprise	VB	neutral	1.0
surprising		neutral	1.0
surprisingly		neutral	1.0
surrender	JJ	negative	0.5
surrender	NN	negative	0.5
survival	NN	positive	0.5
survive	VB	positive	0.5
survivor	NN	positive	0.5
susceptible	JJ	negative	0.5
suspect	JJ	negative	0.5
suspect	NN	negative	0.5
suspicion	JJ	negative	0.5
suspicion	NN	negative	0.5
suspicions	JJ	negative	1.0
suspicions	NN	negative	1.0
suspicious	JJ	negative	1.0
suspicious		negative	1.0
suspicious		negative	1.0
suspiciously		negative	1.0
